"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado";"Estalvi";"RatiFin"
"negatiu";4;"lloguer";24;40;"casat";"reg_si";"fixe";56;214;0;0;800;1200;4.74;66.6666666666667
"positiu";1;"lloguer";60;37;"solter";"reg_no";"fixe";45;100;0;0;1150;1555;2.8695652173913;73.9549839228296
"positiu";2;"lloguer";48;25;"casat";"reg_no";"fixe";57;117;0;0;800;2251;3.6;35.5397601066193
"positiu";25;"escriptura";18;40;"casat";"reg_no";"fixe";45;110;4000;0;455;1542;2.57142857142857;29.5071335927367
"positiu";1;"lloguer";36;22;"casat";"reg_no";"fixe";62;168;0;0;1200;2186;3.18;54.8947849954254
"positiu";10;"escriptura";48;49;"casat";"reg_no";"autonom";45;150;9000;0;1700;1700;2.96470588235294;100
"positiu";2;"escriptura";60;34;"casat";"reg_no";"fixe";45;166;7000;0;600;1180;12.1;50.8474576271186
"positiu";3;"VivUnkown";24;42;"solter";"reg_no";"fixe";35;337;74;140;1300;1624;5.54953846153846;80.0492610837438
"negatiu";13;"lloguer";24;49;"casat";"reg_no";"autonom";90;0;0;0;700;800;-3.08571428571429;87.5
"negatiu";10;"lloguer";60;43;"casat";"reg_no";"autonom";90;0;0;0;1350;1668;-4;80.9352517985612
"positiu";20;"escriptura";36;42;"casat";"reg_no";"autonom";90;250;4500;0;1500;1750;3.84;85.7142857142857
"positiu";10;"escriptura";48;28;"casat";"reg_si";"temporal";60;120;2500;1500;600;875;3.6;68.5714285714286
"positiu";1;"escriptura";60;30;"casat";"reg_no";"autonom";35;236;3500;1000;1000;1514;11.46;66.0501981505945
"negatiu";1;"escriptura";60;25;"separat";"reg_si";"temporal";45;277;6000;3500;1700;1950;6.95294117647059;87.1794871794872
"negatiu";0;"pares";60;22;"solter";"reg_no";"temporal";35;55;0;0;950;1462;1.26315789473684;64.9794801641587
"positiu";5;"pares";36;27;"solter";"reg_no";"fixe";35;200;4000;0;600;1098;9.9;54.6448087431694
"positiu";3;"pares";60;26;"solter";"reg_no";"fixe";45;235;0;0;800;840;14.25;95.2380952380952
"negatiu";0;"escriptura";48;28;"casat";"reg_no";"fixe";45;80;1500;0;1260;1634;1.33333333333333;77.1113831089351
"positiu";6;"escriptura";48;35;"casat";"reg_no";"autonom";45;200;7000;0;1540;1603;4.83116883116883;96.0698689956332
"positiu";21;"contr_privat";60;51;"casat";"reg_no";"fixe";45;140;3000;0;1200;1200;4.75;100
"positiu";5;"lloguer";60;24;"casat";"reg_no";"fixe";73;125;0;0;700;1360;4.45714285714286;51.4705882352941
"positiu";12;"lloguer";60;34;"casat";"reg_no";"fixe";94;185;0;0;1200;1236;4.55;97.0873786407767
"positiu";13;"escriptura";42;34;"casat";"reg_no";"fixe";105;190;2500;300;1100;1395;3.13090909090909;78.8530465949821
"positiu";10;"escriptura";60;49;"casat";"reg_no";"autonom";60;150;23000;0;1200;1390;4.5;86.3309352517986
"positiu";6;"escriptura";60;28;"casat";"reg_no";"fixe";60;102;5000;0;700;1355;3.6;51.6605166051661
"positiu";18;"lloguer";60;57;"casat";"reg_no";"fixe";77;170;4000;0;1300;1604;4.29230769230769;81.0473815461347
"positiu";15;"escriptura";60;63;"casat";"reg_no";"fixe";60;315;3500;266;1000;1241;15.1404;80.58017727639
"negatiu";0;"lloguer";12;37;"casat";"reg_no";"altres sit";88;130;0;0;250;375;2.016;66.6666666666667
"positiu";2;"escriptura";36;27;"casat";"reg_no";"fixe";45;156;6000;0;700;1045;5.70857142857143;66.9856459330144
"positiu";18;"lloguer";60;39;"casat";"reg_no";"fixe";93;177;0;0;800;1781;6.3;44.9185850645705
"positiu";12;"escriptura";36;64;"solter";"reg_si";"autonom";60;341;4500;0;900;900;11.24;100
"positiu";25;"escriptura";48;49;"casat";"reg_no";"autonom";105;240;12000;4200;1660;1698;2.68915662650602;97.7620730270907
"positiu";8;"escriptura";12;49;"casat";"reg_no";"autonom";60;142;6000;0;200;1048;4.92;19.0839694656489
"positiu";20;"escriptura";36;45;"casat";"reg_no";"autonom";75;333;5000;0;1000;2200;9.288;45.4545454545455
"positiu";3;"pares";60;27;"solter";"reg_no";"fixe";35;125;5000;0;770;1119;7.01298701298701;68.8114387846291
"positiu";2;"pares";36;30;"casat";"reg_no";"fixe";45;170;0;0;700;1090;6.42857142857143;64.2201834862385
"negatiu";2;"escriptura";36;33;"casat";"reg_no";"autonom";75;220;16000;500;3000;4100;1.68;73.1707317073171
"positiu";15;"escriptura";36;40;"casat";"reg_no";"fixe";60;230;8500;480;700;1400;8.496;50
"positiu";3;"escriptura";60;30;"separat";"reg_no";"fixe";60;157;15000;0;1000;2010;5.82;49.7512437810945
"positiu";4;"pares";12;30;"casat";"reg_no";"fixe";60;340;16000;0;1900;2014;1.76842105263158;94.3396226415094
"positiu";3;"escriptura";60;25;"casat";"reg_no";"temporal";60;120;3500;200;1000;1342;3.48;74.5156482861401
"positiu";9;"lloguer";60;40;"solter";"reg_no";"fixe";44;91;0;0;1000;1132;2.82;88.339222614841
"negatiu";4;"contr_privat";42;50;"casat";"reg_no";"autonom";60;150;7000;0;900;1048;4.2;85.8778625954198
"positiu";2;"escriptura";36;23;"solter";"reg_no";"fixe";35;88;5500;0;750;1218;2.544;61.576354679803
"positiu";1;"altres viv";48;28;"solter";"reg_no";"temporal";35;120;0;0;900;1114;4.53333333333333;80.7899461400359
"negatiu";2;"lloguer";60;35;"casat";"reg_si";"autonom";75;0;0;0;1000;1206;-4.5;82.9187396351576
"positiu";2;"lloguer";60;27;"casat";"reg_no";"fixe";56;106;0;0;650;2132;4.61538461538461;30.4878048780488
"positiu";2;"pares";36;19;"casat";"reg_no";"fixe";35;162;4000;100;400;570;11.34;70.1754385964912
"positiu";3;"pares";60;39;"casat";"reg_no";"fixe";45;77;0;0;1000;1094;1.92;91.4076782449726
"positiu";8;"contr_privat";36;39;"casat";"reg_no";"fixe";75;128;2500;0;550;550;3.46909090909091;100
"positiu";10;"escriptura";48;55;"vidu";"reg_no";"fixe";35;189;9000;0;1200;1255;6.16;95.6175298804781
"positiu";10;"escriptura";36;32;"casat";"reg_no";"autonom";60;300;40000;3000;2000;4138;3.78;48.3325277912035
"positiu";5;"escriptura";60;54;"casat";"reg_no";"autonom";60;92;6000;1700;1700;1714;0.529411764705882;99.1831971995333
"positiu";20;"escriptura";48;58;"casat";"reg_no";"autonom";60;380;35000;0;1100;1150;13.9636363636364;95.6521739130435
"positiu";5;"escriptura";24;37;"casat";"reg_no";"autonom";75;500;14000;0;1500;2673;6.8;56.1167227833894
"positiu";20;"pares";60;36;"casat";"reg_no";"autonom";60;130;0;0;1200;1630;3.5;73.6196319018405
"positiu";12;"escriptura";60;28;"casat";"reg_no";"fixe";45;141;6000;400;1100;1544;5.01818181818182;71.2435233160622
"positiu";13;"escriptura";60;38;"casat";"reg_no";"fixe";75;220;6500;3600;1000;1195;6.54;83.6820083682008
"positiu";11;"escriptura";36;26;"casat";"reg_no";"fixe";60;146;5000;1300;400;1206;6.57;33.167495854063
"positiu";17;"escriptura";60;41;"casat";"reg_no";"autonom";75;250;13500;3700;1400;2050;5.91428571428571;68.2926829268293
"positiu";6;"escriptura";36;42;"casat";"reg_no";"fixe";60;132;6000;0;1200;1513;2.16;79.3126239259749
"positiu";22;"escriptura";6;46;"casat";"reg_no";"autonom";90;150;75000;0;3000;3300;0.12;90.9090909090909
"positiu";25;"lloguer";60;52;"casat";"reg_no";"fixe";73;127;0;0;1030;1250;3.14563106796116;82.4
"negatiu";8;"escriptura";60;30;"casat";"reg_no";"temporal";60;90;3000;500;1000;1339;1.5;74.6825989544436
"negatiu";19;"escriptura";60;47;"casat";"reg_si";"autonom";90;166;12500;1000;875;875;4.52571428571429;100
"positiu";3;"escriptura";18;66;"casat";"reg_no";"altres sit";45;69;12000;0;500;1101;0.864;45.4132606721163
"positiu";35;"escriptura";60;54;"casat";"reg_no";"fixe";45;182;4000;0;1000;1568;8.22;63.7755102040816
"positiu";0;"escriptura";42;65;"casat";"reg_no";"altres sit";45;77;4000;2000;750;1194;0.672;62.8140703517588
"negatiu";7;"altres viv";60;25;"casat";"reg_no";"fixe";45;50;0;0;950;1378;0.315789473684211;68.9404934687954
"positiu";3;"escriptura";60;31;"solter";"reg_no";"fixe";35;131;4000;0;1050;1139;5.48571428571429;92.1861281826163
"positiu";1;"pares";24;23;"solter";"reg_no";"fixe";35;62;0;0;350;350;1.85142857142857;100
"negatiu";5;"escriptura";60;35;"casat";"reg_no";"fixe";75;60;3000;400;1150;1406;-0.991304347826087;81.7923186344239
"positiu";2;"escriptura";60;47;"casat";"reg_no";"fixe";90;86;4500;0;1200;1497;-0.2;80.1603206412826
"negatiu";13;"lloguer";36;28;"casat";"reg_no";"fixe";59;143;0;0;1400;1600;2.16;87.5
"negatiu";27;"lloguer";60;50;"casat";"reg_si";"fixe";87;120;0;0;1300;1350;1.52307692307692;96.2962962962963
"negatiu";3;"altres viv";60;25;"solter";"reg_no";"fixe";35;283;0;0;2000;2032;7.44;98.4251968503937
"positiu";0;"escriptura";36;39;"casat";"reg_no";"fixe";60;138;3000;0;1400;2610;2.00571428571429;53.639846743295
"positiu";1;"contr_privat";12;46;"casat";"reg_no";"altres sit";90;90;2000;600;500;1193;-0.144;41.9111483654652
"negatiu";1;"lloguer";60;36;"casat";"reg_si";"fixe";85;99;0;0;1200;1275;0.7;94.1176470588235
"negatiu";10;"escriptura";36;39;"casat";"reg_si";"autonom";75;160;15000;0;3250;3750;0.941538461538462;86.6666666666667
"positiu";1;"escriptura";60;25;"casat";"reg_no";"temporal";60;330;9000;3500;1300;2500;10.8461538461538;52
"positiu";6;"escriptura";36;49;"casat";"reg_no";"autonom";60;100;22000;0;1000;1790;1.44;55.8659217877095
"negatiu";3;"lloguer";48;52;"casat";"reg_no";"fixe";96;210;0;0;1400;1419;3.90857142857143;98.661028893587
"positiu";10;"lloguer";30;34;"separat";"reg_no";"fixe";45;100;0;0;700;1480;2.35714285714286;47.2972972972973
"positiu";0;"escriptura";36;24;"solter";"reg_no";"temporal";45;97;8000;0;600;1542;3.12;38.9105058365759
"negatiu";1;"lloguer";60;38;"casat";"reg_no";"autonom";45;0;0;0;1500;1850;-1.8;81.0810810810811
"positiu";6;"escriptura";48;24;"casat";"reg_no";"fixe";45;227;3000;0;600;1380;14.56;43.4782608695652
"positiu";5;"escriptura";42;33;"casat";"reg_si";"fixe";45;140;22000;2500;1200;1888;2.45;63.5593220338983
"negatiu";1;"lloguer";48;31;"casat";"reg_no";"fixe";87;115;0;0;1100;1672;1.22181818181818;65.7894736842105
"positiu";37;"escriptura";48;63;"casat";"reg_no";"fixe";60;150;3500;0;700;808;6.17142857142857;86.6336633663366
"negatiu";1;"pares";60;23;"solter";"reg_no";"fixe";35;90;0;0;1100;1107;3;99.3676603432701
"positiu";40;"escriptura";42;61;"casat";"reg_no";"fixe";90;275;12000;0;1000;1335;7.77;74.9063670411985
"positiu";5;"pares";60;28;"solter";"reg_no";"fixe";35;176;0;0;1190;1390;7.10924369747899;85.6115107913669
"positiu";11;"lloguer";60;58;"casat";"reg_no";"fixe";71;110;3000;0;1150;1363;2.03478260869565;84.3727072633896
"positiu";23;"escriptura";60;41;"casat";"reg_no";"fixe";75;140;3000;0;1450;1482;2.68965517241379;97.8407557354926
"positiu";23;"escriptura";60;38;"casat";"reg_no";"fixe";45;500;3500;0;1900;2357;14.3684210526316;80.6109461179465
"negatiu";5;"escriptura";60;27;"casat";"reg_no";"fixe";75;66;3000;0;600;850;-0.9;70.5882352941177
"positiu";10;"escriptura";60;55;"casat";"reg_no";"autonom";60;0;10000;0;1000;1180;-3.6;84.7457627118644
"positiu";5;"escriptura";48;40;"casat";"reg_no";"autonom";75;145;6000;0;825;1617;4.07272727272727;51.0204081632653
"positiu";31;"escriptura";60;59;"casat";"reg_no";"fixe";60;67;6500;0;1080;1114;0.388888888888889;96.9479353680431
"negatiu";4;"escriptura";60;47;"casat";"reg_no";"autonom";75;0;13500;0;1900;1976;-2.36842105263158;96.1538461538462
"negatiu";10;"escriptura";60;38;"casat";"reg_si";"fixe";90;80;3000;1749;1030;1095;-1.60135922330097;94.0639269406393
"positiu";0;"pares";60;25;"solter";"reg_no";"autonom";35;0;0;0;800;1380;-2.625;57.9710144927536
"positiu";8;"altres viv";60;28;"casat";"reg_no";"fixe";45;200;0;0;700;1529;13.2857142857143;45.7815565729235
"positiu";2;"escriptura";36;49;"casat";"reg_si";"autonom";75;154;14000;0;850;1263;3.34588235294118;67.3000791765637
"positiu";3;"contr_privat";48;38;"casat";"reg_no";"autonom";90;187;2500;750;1550;1600;2.77161290322581;96.875
"negatiu";35;"escriptura";48;52;"casat";"reg_no";"fixe";60;135;5000;0;1200;1400;3;85.7142857142857
"positiu";3;"escriptura";48;37;"vidu";"reg_no";"fixe";45;160;6000;3000;1000;1520;4.08;65.7894736842105
"positiu";25;"escriptura";60;42;"casat";"reg_no";"fixe";60;133;9500;0;1500;1617;2.92;92.7643784786642
"positiu";8;"lloguer";60;54;"casat";"reg_no";"autonom";173;230;5000;0;1100;1500;3.10909090909091;73.3333333333333
"positiu";2;"escriptura";60;30;"casat";"reg_no";"fixe";60;154;3000;0;1000;1705;5.64;58.6510263929619
"positiu";2;"escriptura";30;26;"casat";"reg_no";"fixe";60;50;3500;250;600;1292;-0.625;46.4396284829721
"positiu";17;"escriptura";48;49;"casat";"reg_no";"autonom";60;189;7000;0;1100;1294;5.62909090909091;85.0077279752705
"positiu";3;"escriptura";60;36;"casat";"reg_no";"fixe";60;202;4600;1260;1400;1936;5.54571428571429;72.3140495867769
"negatiu";4;"pares";48;40;"casat";"reg_no";"autonom";90;20;0;0;1850;2143;-1.81621621621622;86.3275781614559
"negatiu";0;"escriptura";12;61;"casat";"reg_no";"altres sit";60;40;4000;0;170;1394;-1.41176470588235;12.1951219512195
"negatiu";2;"lloguer";24;59;"casat";"reg_no";"fixe";110;50;0;0;200;425;-7.2;47.0588235294118
"positiu";2;"escriptura";48;49;"casat";"reg_no";"fixe";45;125;4000;0;500;1600;7.68;31.25
"positiu";30;"lloguer";60;52;"casat";"reg_no";"autonom";70;100;14500;0;1250;1563;1.44;79.9744081893794
"positiu";11;"escriptura";60;35;"casat";"reg_no";"fixe";60;115;4000;75;1250;1284;2.604;97.3520249221184
"negatiu";5;"ignora_cont";60;25;"casat";"reg_no";"fixe";75;160;1000;0;890;990;5.73033707865168;89.8989898989899
"positiu";14;"escriptura";60;30;"casat";"reg_no";"fixe";60;70;4000;2800;600;1125;-1.8;53.3333333333333
"positiu";8;"escriptura";48;28;"casat";"reg_no";"fixe";35;220;4000;0;1000;1267;8.88;78.9265982636148
"negatiu";1;"altres viv";60;42;"casat";"reg_si";"autonom";45;0;0;0;1600;1780;-1.6875;89.8876404494382
"positiu";1;"escriptura";6;29;"solter";"reg_no";"autonom";35;107;2000;0;300;1298;1.44;23.1124807395994
"negatiu";6;"escriptura";60;32;"casat";"reg_no";"fixe";75;160;2200;600;1550;1600;3.05806451612903;96.875
"positiu";9;"escriptura";60;45;"casat";"reg_no";"fixe";75;150;3000;0;1100;1340;4.09090909090909;82.089552238806
"positiu";0;"escriptura";60;52;"casat";"reg_no";"temporal";45;0;10000;0;750;1244;-3.6;60.2893890675241
"negatiu";3;"escriptura";60;26;"casat";"reg_no";"temporal";45;120;6100;1500;1000;1403;3.6;71.2758374910905
"positiu";3;"escriptura";60;33;"casat";"reg_si";"autonom";75;225;2000;0;1400;1980;6.42857142857143;70.7070707070707
"positiu";1;"pares";60;21;"solter";"reg_no";"autonom";35;100;0;0;900;1290;4.33333333333333;69.7674418604651
"negatiu";0;"escriptura";36;34;"casat";"reg_no";"temporal";75;80;4500;300;600;1339;0.12;44.8095593726662
"positiu";6;"escriptura";60;27;"solter";"reg_no";"fixe";35;208;6000;3300;1500;1559;5.6;96.2155227710071
"negatiu";21;"escriptura";60;44;"casat";"reg_no";"fixe";90;105;1150;720;200;1078;2.34;18.5528756957328
"positiu";17;"escriptura";60;51;"casat";"reg_no";"fixe";60;98;4000;0;860;1113;2.65116279069767;77.2686433063792
"positiu";7;"lloguer";18;33;"casat";"reg_no";"fixe";113;532;0;0;1000;2290;7.542;43.6681222707424
"positiu";10;"escriptura";60;35;"casat";"reg_no";"fixe";60;140;4000;0;1000;1578;4.8;63.3713561470215
"positiu";2;"escriptura";48;38;"casat";"reg_no";"fixe";75;90;7000;2000;500;1039;-0.48;48.1231953801732
"positiu";0;"lloguer";60;28;"casat";"reg_no";"fixe";76;155;0;0;800;1218;5.925;65.6814449917898
"positiu";2;"escriptura";60;26;"casat";"reg_no";"fixe";45;120;3500;0;300;1329;15;22.5733634311512
"positiu";10;"escriptura";36;34;"casat";"reg_no";"fixe";90;159;3000;250;300;500;7.98;60
"positiu";6;"escriptura";60;27;"casat";"reg_no";"fixe";45;122;2000;1000;1300;1384;3.09230769230769;93.9306358381503
"negatiu";7;"escriptura";60;32;"casat";"reg_no";"temporal";75;156;3500;0;1300;1553;3.73846153846154;83.7089504185447
"positiu";18;"escriptura";48;43;"solter";"reg_no";"fixe";35;90;2500;0;1000;1626;2.64;61.5006150061501
"positiu";3;"escriptura";18;30;"solter";"reg_no";"temporal";35;130;5000;0;1100;1674;1.55454545454545;65.7108721624851
"positiu";6;"escriptura";18;42;"casat";"reg_no";"autonom";90;45;4000;34;200;1500;-4.0806;13.3333333333333
"positiu";0;"lloguer";36;26;"casat";"reg_no";"temporal";72;118;1000;0;600;1421;2.76;42.2237860661506
"negatiu";0;"escriptura";24;20;"solter";"reg_no";"altres sit";60;152;2000;0;400;480;5.52;83.3333333333333
"positiu";8;"lloguer";48;24;"solter";"reg_no";"fixe";49;135;0;0;1000;1274;4.128;78.4929356357928
"positiu";4;"lloguer";48;27;"casat";"reg_no";"fixe";58;125;0;0;1200;1580;2.68;75.9493670886076
"positiu";1;"lloguer";36;35;"casat";"reg_no";"autonom";66;208;4000;0;1000;1300;5.112;76.9230769230769
"negatiu";1;"pares";48;18;"solter";"reg_no";"temporal";35;81;0;0;1150;1314;1.92;87.5190258751903
"positiu";3;"escriptura";24;35;"casat";"reg_no";"fixe";75;160;1800;0;200;957;10.2;20.8986415882968
"positiu";10;"lloguer";60;33;"casat";"reg_no";"autonom";75;300;2700;0;1000;1500;13.5;66.6666666666667
"positiu";8;"contr_privat";36;39;"casat";"reg_no";"fixe";60;135;4000;1500;1300;1504;1.66153846153846;86.436170212766
"positiu";20;"pares";60;36;"casat";"reg_no";"fixe";60;121;0;0;850;935;4.30588235294118;90.9090909090909
"positiu";3;"pares";48;29;"solter";"reg_no";"fixe";35;145;0;0;1000;1028;5.28;97.2762645914397
"negatiu";1;"pares";48;23;"solter";"reg_no";"fixe";35;165;0;0;1300;1440;4.8;90.2777777777778
"positiu";19;"escriptura";12;34;"casat";"reg_no";"autonom";75;428;32000;0;500;1030;8.472;48.5436893203884
"positiu";2;"lloguer";48;57;"casat";"reg_no";"altres sit";68;233;0;0;1200;1366;6.6;87.8477306002928
"negatiu";11;"escriptura";60;38;"casat";"reg_si";"fixe";90;245;4000;0;1700;1768;5.47058823529412;96.1538461538462
"negatiu";1;"escriptura";36;52;"casat";"reg_si";"autonom";60;41;100000;20000;1500;2340;-5.256;64.1025641025641
"negatiu";1;"escriptura";48;42;"casat";"reg_si";"autonom";75;200;9000;4500;1400;1700;2.74285714285714;82.3529411764706
"positiu";15;"escriptura";60;44;"casat";"reg_no";"autonom";60;42;10000;0;910;1450;-1.18681318681319;62.7586206896552
"positiu";10;"escriptura";48;37;"divorciat";"reg_no";"fixe";35;87;3500;450;500;1155;4.56;43.2900432900433
"negatiu";1;"contr_privat";48;34;"casat";"reg_si";"autonom";45;200;3000;1500;1000;1191;6.72;83.9630562552477
"positiu";25;"escriptura";12;43;"casat";"reg_no";"autonom";75;250;100000;0;600;841;3.5;71.3436385255648
"negatiu";4;"lloguer";60;42;"divorciat";"reg_si";"fixe";70;350;0;0;2200;2441;7.63636363636364;90.1269971323228
"negatiu";0;"altres viv";48;24;"casat";"reg_no";"fixe";60;105;0;0;1200;1516;1.8;79.155672823219
"positiu";1;"escriptura";60;36;"solter";"reg_no";"autonom";60;100;4500;1500;400;1591;3.75;25.1414204902577
"negatiu";2;"pares";60;52;"casat";"reg_si";"autonom";75;160;5000;0;1350;1999;3.77777777777778;67.5337668834417
"positiu";16;"pares";60;34;"solter";"reg_no";"autonom";35;0;12000;0;1200;1336;-1.75;89.8203592814371
"negatiu";0;"lloguer";36;34;"separat";"reg_no";"fixe";49;140;0;0;1150;1600;2.84869565217391;71.875
"positiu";16;"pares";60;31;"casat";"reg_no";"fixe";45;160;0;0;1400;1850;4.92857142857143;75.6756756756757
"positiu";8;"escriptura";60;36;"casat";"reg_no";"autonom";75;148;2600;0;1400;1775;3.12857142857143;78.8732394366197
"positiu";20;"pares";36;50;"casat";"reg_no";"autonom";45;113;20000;0;700;1224;3.49714285714286;57.1895424836601
"positiu";5;"pares";60;33;"casat";"reg_no";"fixe";45;97;0;0;1500;1663;2.08;90.198436560433
"positiu";20;"escriptura";60;54;"casat";"reg_no";"fixe";60;107;1500;0;1250;1500;2.256;83.3333333333333
"negatiu";5;"lloguer";60;40;"casat";"reg_si";"fixe";66;206;0;0;1900;2225;4.42105263157895;85.3932584269663
"positiu";1;"escriptura";60;29;"casat";"reg_no";"fixe";45;275;6000;1810;1600;1930;7.94625;82.9015544041451
"positiu";3;"escriptura";60;31;"casat";"reg_no";"fixe";45;176;4500;2500;1400;1607;4.54285714285714;87.1188550093342
"positiu";2;"lloguer";36;32;"casat";"reg_no";"fixe";63;175;0;0;1000;1230;4.032;81.3008130081301
"positiu";3;"escriptura";24;51;"casat";"reg_no";"fixe";45;223;20000;0;1400;1581;3.05142857142857;88.5515496521189
"positiu";7;"lloguer";60;31;"casat";"reg_no";"fixe";67;70;0;0;790;1072;0.227848101265823;73.6940298507463
"negatiu";9;"lloguer";36;46;"casat";"reg_no";"fixe";84;87;0;0;1200;1471;0.09;81.5771583956492
"negatiu";1;"escriptura";60;35;"casat";"reg_no";"autonom";90;42;5000;100;500;1300;-5.88;38.4615384615385
"positiu";14;"pares";60;33;"solter";"reg_no";"fixe";35;60;0;0;1150;1192;1.30434782608696;96.4765100671141
"positiu";6;"altres viv";48;25;"solter";"reg_no";"fixe";35;300;0;0;2400;2700;5.3;88.8888888888889
"positiu";0;"altres viv";36;31;"casat";"reg_no";"fixe";75;144;0;0;450;500;5.52;90
"negatiu";15;"lloguer";36;43;"casat";"reg_no";"autonom";75;0;15000;2000;1100;1720;-3.10909090909091;63.953488372093
"positiu";2;"pares";48;30;"casat";"reg_no";"fixe";60;180;0;0;1350;1770;4.26666666666667;76.271186440678
"negatiu";1;"lloguer";48;40;"casat";"reg_no";"altres sit";82;69;0;0;1100;1197;-0.567272727272727;91.8964076858814
"positiu";12;"lloguer";60;37;"casat";"reg_si";"fixe";86;110;0;0;700;950;2.05714285714286;73.6842105263158
"negatiu";1;"pares";36;22;"solter";"reg_si";"temporal";35;50;0;0;425;450;1.27058823529412;94.4444444444444
"negatiu";0;"pares";60;24;"solter";"reg_si";"temporal";35;86;0;0;1400;1707;2.18571428571429;82.0152314001172
"positiu";11;"escriptura";36;27;"casat";"reg_no";"fixe";60;172;7000;0;900;1201;4.48;74.9375520399667
"negatiu";9;"lloguer";60;32;"casat";"reg_si";"autonom";71;109;0;0;1135;1355;2.00881057268722;83.7638376383764
"positiu";13;"escriptura";60;43;"casat";"reg_no";"fixe";60;95;3000;0;890;1196;2.35955056179775;74.4147157190636
